iter	Logloss
0	0.5723942406
1	0.4783282543
2	0.3914918329
3	0.3204609589
4	0.2610560432
5	0.2168768834
6	0.183367222
7	0.1533839514
8	0.1257145646
9	0.1034237394
10	0.0879222537
11	0.0734646138
12	0.06302685474
13	0.05364176
14	0.04514245964
15	0.03910337057
16	0.03351277113
17	0.02866553144
18	0.02503523455
19	0.02174668232
20	0.01894080926
21	0.01670519687
22	0.01493492326
23	0.01325457391
24	0.01187051168
25	0.01066737963
26	0.009510176536
27	0.008711295751
28	0.007870631773
29	0.007275987476
30	0.006751571304
31	0.006330533825
32	0.005896116092
33	0.005553410826
34	0.005234268788
35	0.004985962248
36	0.004712591511
37	0.004507047686
38	0.004263805393
39	0.004098439902
40	0.003907786438
41	0.003771384667
42	0.003645612776
43	0.003562369349
44	0.003457760627
45	0.003365173875
46	0.003257979073
47	0.003170049534
48	0.003113463796
49	0.003046465628
50	0.002980140922
51	0.002907473376
52	0.002859940197
53	0.00281831881
54	0.002777012723
55	0.002742439935
56	0.002707292098
57	0.002668911842
58	0.002630074256
59	0.002599013015
60	0.002568659331
61	0.002522860829
62	0.002499748084
63	0.002468927517
64	0.002419944192
65	0.002392646964
66	0.002370215388
67	0.002352864937
68	0.002313414288
69	0.002287617733
70	0.002255292838
71	0.002232427364
72	0.002194080659
73	0.00216100161
74	0.002144564783
75	0.002131511457
76	0.002103484788
77	0.002093536568
78	0.002067187735
79	0.002037541198
80	0.002024219917
81	0.002012570395
82	0.001994775667
83	0.001976563216
84	0.001962507106
85	0.001935305876
86	0.001917409845
87	0.001891842885
88	0.001875979604
89	0.001849738082
90	0.001815751277
91	0.001806433661
92	0.001785597351
93	0.001771851713
94	0.001761112296
95	0.001748444892
96	0.00173319183
97	0.001717365063
98	0.001705282923
99	0.001693482
100	0.001676870616
101	0.001668811547
102	0.001654609659
103	0.001637643268
104	0.001630430956
105	0.00161989468
106	0.001607709384
107	0.001593992748
108	0.001574954702
109	0.00156603253
110	0.001552274739
111	0.001532189673
112	0.001526853524
113	0.001519308449
114	0.00151055031
115	0.001502487771
116	0.001490291382
117	0.001483362315
118	0.00146585679
119	0.001453035318
120	0.001438034887
121	0.001420338514
122	0.001408721265
123	0.001402799246
124	0.001397120977
125	0.001388036428
126	0.001370493488
127	0.001355370665
128	0.001335744559
129	0.001320412758
130	0.001311455655
131	0.00130784057
132	0.001294144496
133	0.001289268571
134	0.001277729335
135	0.00127089345
136	0.001257932596
137	0.00124610713
138	0.001234069854
139	0.001227153485
140	0.001224831559
141	0.001220056475
142	0.001216846916
143	0.001210519311
144	0.001200199224
145	0.001189052179
146	0.001185938721
147	0.001179167054
148	0.001171598005
149	0.001164068621
150	0.001159296253
151	0.001156980499
152	0.001153800211
153	0.001136850719
154	0.0011313719
155	0.001126912653
156	0.001115419038
157	0.001106598079
158	0.001100032292
159	0.001094521845
160	0.00108505953
161	0.001080335768
162	0.001065799056
163	0.00106041653
164	0.001048274604
165	0.001041346468
166	0.001039894303
167	0.001026822665
168	0.001020873427
169	0.001016409383
170	0.001012124366
171	0.0009962275839
172	0.0009862413144
173	0.0009822554737
174	0.000970933501
175	0.0009671300867
176	0.0009632817926
177	0.0009605076303
178	0.0009540953796
179	0.0009434475837
180	0.0009340509284
181	0.0009230619929
182	0.0009214562966
183	0.0009151675516
184	0.0008997398864
185	0.0008944495657
186	0.000887106538
187	0.0008792398447
188	0.0008549123568
189	0.0008403605699
190	0.0008336626696
191	0.0008256612612
192	0.0008157520475
193	0.0007927951172
194	0.0007849952117
195	0.0007731990518
196	0.0007628636499
197	0.0007510941206
198	0.0007423668754
199	0.0007396968199
200	0.0007195573441
201	0.0007076862592
202	0.0006993151734
203	0.0006886763989
204	0.0006860976711
205	0.0006673792377
206	0.0006589460223
207	0.0006476473977
208	0.0006348576652
209	0.0006268410842
210	0.000624826776
211	0.0006079174785
212	0.0006007465198
213	0.0005920883063
214	0.0005876398342
215	0.0005819995416
216	0.0005773132393
217	0.0005701431266
218	0.0005603831897
219	0.0005505837018
220	0.000548526081
221	0.0005475817552
222	0.0005353848787
223	0.0005334229715
224	0.0005299199629
225	0.0005208990057
226	0.000515296349
227	0.0005113883704
228	0.0005082769301
229	0.0004992567307
230	0.0004952808046
231	0.0004885299783
232	0.0004821107756
233	0.0004790741869
234	0.0004738361281
235	0.0004679905614
236	0.000461287068
237	0.0004588610965
238	0.0004558733989
239	0.0004522943748
240	0.0004464305559
241	0.0004358465408
242	0.0004253278529
243	0.0004234183609
244	0.0004205988911
245	0.0004192699468
246	0.00041664807
247	0.0004059896826
